StudentLevel,Department,SessionDate,SessionLengthMin,TotalPrompts,TaskType,AI_AssistanceLevel,FinalOutcome,UsedAgain,SatisfactionRating,DayOfWeek,IsWeekend,PromptsPerMinute,EstimatedSessionCost_USD,StudentAge,AcademicPressureScore,GpaImprovement
Undergraduate,Unknown,2024-12-23,20.35,7,Writing,4,Assignment Completed,False,5.0,Sunday,True,0.34,0.07,18,40,0.28
Undergraduate,Business,2024-11-28,10.54,4,Writing,5,Idea Drafted,True,5.0,Thursday,False,0.38,0.04,19,18,0.41
High School,History,2024-11-28,5.76,1,Homework Help,5,Assignment Completed,True,5.0,Monday,False,0.17,0.01,18,5,0.35
Undergraduate,Engineering,2024-08-04,10.93,3,Research,1,Confused,False,2.0,Sunday,True,0.27,0.03,21,37,0.41
Undergraduate,Unknown,2024-10-04,16.7,2,Homework Help,3,Assignment Completed,True,2.5,Friday,False,0.18,0.02,21,8,0.19
Undergraduate,Psychology,2024-08-24,43.1,12,Studying,3,Idea Drafted,True,3.0,Saturday,True,0.28,0.12,23,51,0.37
Graduate,Math,2025-02-08,5.18,1,Studying,4,Assignment Completed,True,4.9,Saturday,True,0.19,0.01,29,37,0.31
Graduate,Business,2025-02-08,16.7,6,Writing,3,Idea Drafted,True,3.2,Monday,False,0.25,0.06,34,46,0.15
Undergraduate,Engineering,2025-01-27,30.16,11,Homework Help,2,Assignment Completed,True,2.4,Monday,False,0.36,0.11,18,58,0.39
Undergraduate,Biology,2025-06-06,17.16,5,Coding,4,Assignment Completed,True,2.4,Friday,False,0.29,0.05,18,24,0.23
High School,History,2025-04-28,24.37,6,Writing,3,Assignment Completed,True,4.4,Monday,False,0.25,0.06,15,95,0.48
Graduate,Engineering,2024-09-28,15.24,5,Studying,4,Assignment Completed,False,3.5,Saturday,True,0.33,0.05,25,3,0.36
Graduate,Biology,2024-07-25,44.81,11,Writing,5,Assignment Completed,True,4.9,Thursday,False,0.25,0.11,28,53,0.39
Undergraduate,History,2024-07-25,18.58,4,Research,5,Confused,False,3.8,Thursday,False,0.43,0.08,18,36,0.01
Graduate,Math,2024-08-28,11.51,3,Homework Help,5,Assignment Completed,True,5.0,Wednesday,False,0.2,0.03,33,85,0.05
Undergraduate,Computer Science,2025-03-02,33.3,7,Coding,3,Confused,True,2.3,Sunday,True,0.21,0.07,21,4,0.49
Graduate,Psychology,2025-06-15,18.47,8,Studying,4,Idea Drafted,False,3.5,Sunday,True,0.43,0.08,26,87,0.22
Undergraduate,Psychology,2025-01-30,46.97,20,Homework Help,3,Assignment Completed,True,1.0,Thursday,False,0.43,0.2,19,33,0.37
Undergraduate,Business,2025-03-23,16.77,4,Writing,2,Assignment Completed,True,1.5,Sunday,True,0.24,0.04,18,6,0.44
High School,History,2025-03-23,15.87,3,Coding,4,Assignment Completed,True,3.3,Monday,False,0.19,0.03,16,52,0.32
Undergraduate,Psychology,2024-08-03,16.7,7,Writing,2,Assignment Completed,True,1.1,Saturday,True,0.46,0.07,18,89,0.3
Undergraduate,Computer Science,2025-02-23,33.03,10,Writing,2,Assignment Completed,False,2.0,Sunday,True,0.3,0.1,19,78,0.46
Undergraduate,Psychology,2025-05-05,28.1,10,Coding,3,Assignment Completed,True,3.3,Monday,False,0.36,0.1,21,23,0.24
Undergraduate,Business,2024-06-30,10.52,4,Writing,4,Assignment Completed,True,3.5,Friday,True,0.38,0.01,20,48,0.21
Undergraduate,Math,2024-12-23,39.41,8,Writing,3,Assignment Completed,True,3.0,Monday,False,0.2,0.08,25,35,0.03
Undergraduate,Psychology,2024-09-16,8.87,4,Homework Help,3,Confused,False,3.5,Monday,Unknown,0.45,0.04,22,96,0.23
Undergraduate,Engineering,2025-04-03,16.7,13,Writing,5,Idea Drafted,True,3.5,Thursday,False,0.46,0.13,22,96,0.3
Graduate,Unknown,2025-03-26,16.7,2,Writing,5,Gave Up,False,4.7,Wednesday,False,0.36,0.02,25,35,0.25
Undergraduate,Business,2024-08-12,4.8,4,Homework Help,2,Assignment Completed,True,2.4,Monday,False,0.42,0.02,23,14,0.11
Undergraduate,Unknown,2024-08-28,10.72,3,Writing,3,Confused,False,3.6,Wednesday,Unknown,0.28,0.03,20,65,0.17
Undergraduate,Engineering,2024-08-28,20.1,5,Coding,4,Assignment Completed,True,3.5,Sunday,True,0.2,0.05,21,75,0.16
Undergraduate,Unknown,2025-05-09,9.18,4,Homework Help,2,Idea Drafted,True,2.2,Friday,False,0.44,0.04,23,82,0.05
Graduate,Unknown,2025-05-25,17.91,7,Studying,5,Idea Drafted,True,3.3,Sunday,True,0.39,0.07,25,68,0.41
Graduate,Business,2025-03-16,17.27,4,Coding,4,Assignment Completed,True,4.6,Friday,True,0.23,0.04,29,55,0.04
High School,Unknown,2025-03-16,22.81,6,Homework Help,4,Assignment Completed,True,3.1,Tuesday,False,0.26,0.06,17,34,0.15
Undergraduate,Biology,2024-09-24,16.7,5,Homework Help,3,Assignment Completed,False,4.2,Tuesday,False,0.18,0.05,22,55,0.09
Undergraduate,History,2024-09-24,13.08,4,Homework Help,3,Assignment Completed,True,4.0,Friday,False,0.31,0.04,23,65,0.38
Undergraduate,History,2024-06-26,25.74,6,Studying,3,Confused,False,3.5,Wednesday,False,0.2,0.06,23,91,0.24
Graduate,Biology,2025-03-15,11.92,4,Studying,1,Assignment Completed,True,1.0,Saturday,True,0.34,0.04,28,63,0.08
Graduate,Business,2025-03-15,23.44,6,Coding,5,Assignment Completed,True,3.5,Monday,False,0.2,0.06,31,55,0.01
Undergraduate,Math,2025-03-15,16.7,7,Brainstorming,4,Idea Drafted,True,3.8,Thursday,False,0.36,0.07,20,48,0.47
Undergraduate,Business,2024-10-08,12.1,2,Studying,4,Idea Drafted,True,4.7,Tuesday,False,0.17,0.02,18,3,0.01
Undergraduate,Unknown,2025-02-02,32.53,11,Studying,3,Idea Drafted,True,2.1,Sunday,True,0.34,0.11,21,14,0.22
Graduate,Psychology,2025-04-28,11.69,4,Homework Help,3,Assignment Completed,True,2.6,Monday,False,0.34,0.04,26,71,0.48
High School,Psychology,2025-04-03,36.98,9,Writing,4,Confused,False,4.6,Thursday,False,0.24,0.09,18,59,0.1
Undergraduate,Biology,2025-04-03,5.58,1,Writing,4,Assignment Completed,True,4.7,Monday,False,0.18,0.01,19,51,0.16
Graduate,History,2025-04-03,27.09,6,Studying,3,Idea Drafted,True,2.5,Friday,False,0.22,0.06,27,19,0.29
Graduate,Computer Science,2024-09-04,10.34,4,Coding,3,Gave Up,False,2.5,Wednesday,False,0.39,0.04,32,36,0.15
Undergraduate,Math,2025-01-01,17.13,6,Studying,4,Gave Up,False,3.8,Wednesday,False,0.35,0.06,19,2,0.09
Undergraduate,Engineering,2024-09-24,3.64,1,Writing,4,Confused,False,3.7,Tuesday,False,0.27,0.01,19,95,0.06
Undergraduate,Math,2024-07-17,12.54,4,Writing,3,Idea Drafted,False,3.0,Wednesday,False,0.32,0.04,22,84,0.25
Undergraduate,Unknown,2024-12-07,2.32,1,Writing,2,Assignment Completed,True,2.3,Saturday,True,0.43,0.01,19,53,0.17
Undergraduate,Engineering,2024-09-13,10.81,2,Coding,5,Assignment Completed,True,5.0,Friday,False,0.19,0.02,23,42,0.3
Undergraduate,Computer Science,2025-02-17,20.42,5,Coding,4,Assignment Completed,True,2.5,Monday,Unknown,0.24,0.05,19,51,0.08
Undergraduate,Computer Science,2025-03-09,16.65,3,Coding,4,Assignment Completed,True,4.8,Sunday,True,0.18,0.03,15,83,0.26
Graduate,Computer Science,2024-11-21,37.77,4,Writing,3,Assignment Completed,True,3.9,Thursday,Unknown,0.29,0.11,33,76,0.09
Graduate,Psychology,2024-09-06,2.61,1,Writing,4,Assignment Completed,True,5.0,Friday,False,0.38,0.01,33,37,0.15
High School,History,2024-09-06,9.13,4,Coding,5,Assignment Completed,False,4.1,Saturday,True,0.44,0.04,16,38,0.28
Undergraduate,Engineering,2024-09-06,8.67,3,Coding,4,Assignment Completed,True,4.2,Tuesday,False,0.2,0.03,21,100,0.21
Undergraduate,Computer Science,2024-10-15,5.8,1,Coding,3,Assignment Completed,True,3.4,Tuesday,False,0.17,0.01,21,71,0.42
Undergraduate,History,2024-11-04,13.93,6,Coding,4,Confused,False,4.1,Monday,False,0.43,0.06,20,85,0.44
Graduate,Biology,2024-08-15,7.68,1,Homework Help,4,Gave Up,False,4.4,Thursday,False,0.13,0.01,28,61,0.32
High School,Biology,2024-11-28,35.9,13,Writing,2,Assignment Completed,True,1.5,Thursday,False,0.36,0.13,18,37,0.29
Undergraduate,Unknown,2025-02-08,33.35,12,Studying,4,Idea Drafted,True,3.5,Saturday,Unknown,0.2,0.12,22,57,0.03
Undergraduate,History,2024-11-30,11.31,4,Studying,4,Assignment Completed,True,3.6,Saturday,True,0.35,0.04,20,91,0.04
Undergraduate,Psychology,2025-06-12,6.85,1,Studying,4,Confused,False,3.9,Thursday,False,0.15,0.01,21,92,0.45
Undergraduate,Engineering,2025-02-03,16.7,10,Writing,4,Assignment Completed,True,3.8,Monday,False,0.21,0.1,22,6,0.34
Graduate,Math,2024-10-13,30.02,7,Homework Help,3,Confused,False,2.2,Sunday,True,0.23,0.07,25,19,0.37
Graduate,Engineering,2024-10-06,16.7,6,Research,2,Gave Up,True,3.5,Sunday,True,0.23,0.06,33,48,0.4
High School,Unknown,2024-09-28,16.7,9,Writing,2,Assignment Completed,True,1.0,Saturday,True,0.27,0.09,15,4,0.35
Undergraduate,History,2025-02-18,16.3,5,Research,2,Confused,False,1.0,Tuesday,False,0.31,0.05,23,43,0.13
Undergraduate,Computer Science,2025-05-22,6.57,1,Studying,2,Confused,True,1.3,Thursday,False,0.15,0.01,31,51,0.23
Undergraduate,Biology,2025-06-04,14.75,3,Studying,4,Assignment Completed,True,4.6,Wednesday,False,0.2,0.03,23,76,0.22
Undergraduate,Biology,2024-08-11,28.55,8,Homework Help,3,Assignment Completed,True,3.2,Sunday,True,0.28,0.08,20,59,0.26
High School,Computer Science,2025-03-25,16.7,15,Studying,5,Assignment Completed,True,4.8,Friday,False,0.44,0.15,18,84,0.07
High School,Biology,2024-12-04,26.87,7,Studying,4,Assignment Completed,False,3.5,Wednesday,False,0.26,0.07,18,57,0.1
High School,Math,2024-10-01,16.5,3,Studying,3,Assignment Completed,False,2.2,Tuesday,False,0.18,0.01,15,11,0.25
High School,Biology,2025-03-02,32.25,8,Writing,5,Assignment Completed,False,4.1,Sunday,True,0.25,0.08,18,74,0.22
High School,Biology,2025-02-14,47.14,14,Studying,3,Confused,True,2.6,Friday,False,0.3,0.01,15,92,0.3
Undergraduate,Math,2025-02-14,7.44,1,Writing,4,Idea Drafted,False,5.0,Monday,False,0.13,0.01,20,71,0.32
Undergraduate,History,2024-08-07,5.22,1,Studying,5,Confused,False,5.0,Wednesday,False,0.19,0.01,20,20,0.26
Undergraduate,Psychology,2024-11-28,21.84,5,Writing,3,Assignment Completed,True,1.8,Thursday,False,0.23,0.05,23,78,0.21
High School,Math,2025-02-08,16.6,3,Coding,4,Assignment Completed,True,4.2,Saturday,True,0.18,0.03,18,57,0.45
Undergraduate,Biology,2024-09-06,15.18,3,Coding,4,Assignment Completed,True,4.6,Friday,False,0.2,0.03,18,34,0.02
Undergraduate,Biology,2025-04-10,16.7,2,Writing,4,Idea Drafted,True,5.0,Thursday,False,0.27,0.02,21,77,0.33
High School,Psychology,2024-09-30,26.34,6,Writing,4,Assignment Completed,True,2.6,Monday,False,0.2,0.06,17,80,0.36
Undergraduate,Biology,2025-03-19,5.5,1,Homework Help,3,Confused,True,3.5,Wednesday,False,0.18,0.01,23,1,0.18
Undergraduate,Math,2025-03-19,11.76,3,Research,3,Confused,True,3.5,Monday,False,0.26,0.03,18,15,0.38
Undergraduate,Psychology,2025-02-02,16.7,10,Coding,2,Assignment Completed,True,1.9,Sunday,True,0.39,0.1,18,62,0.36
High School,Math,2024-09-03,16.7,2,Coding,4,Idea Drafted,False,4.6,Tuesday,False,0.21,0.02,17,25,0.13
Graduate,Business,2025-05-06,7.17,2,Coding,1,Assignment Completed,False,3.5,Tuesday,False,0.2,0.02,18,79,0.25
High School,Engineering,2025-02-27,5.81,1,Homework Help,5,Confused,True,3.5,Thursday,False,0.17,0.01,18,54,0.38
High School,Business,2025-02-27,35.62,13,Studying,3,Idea Drafted,True,3.5,Tuesday,False,0.36,0.13,16,51,0.38
Undergraduate,Business,2024-08-09,16.58,3,Writing,2,Assignment Completed,True,3.3,Friday,False,0.18,0.03,18,78,0.33
Undergraduate,Unknown,2024-08-09,3.82,1,Studying,2,Gave Up,False,2.3,Tuesday,False,0.26,0.01,23,45,0.5
High School,Biology,2024-08-09,5.55,2,Studying,3,Assignment Completed,True,3.5,Saturday,True,0.36,0.02,15,68,0.28
Graduate,Engineering,2024-08-14,33.36,12,Homework Help,5,Assignment Completed,True,5.0,Wednesday,False,0.36,0.12,32,50,0.08
Undergraduate,History,2024-08-14,9.81,2,Homework Help,5,Assignment Completed,True,5.0,Thursday,False,0.2,0.02,18,35,0.06
High School,History,2024-07-09,16.7,15,Studying,4,Assignment Completed,True,4.8,Tuesday,False,0.32,0.15,17,84,0.49
Undergraduate,Computer Science,2024-09-21,16.69,8,Coding,3,Assignment Completed,True,2.5,Saturday,True,0.48,0.08,22,39,0.25
Undergraduate,History,2024-09-29,31.75,10,Coding,5,Confused,True,5.0,Sunday,True,0.31,0.1,19,77,0.45
Graduate,Biology,2024-09-29,3.3,1,Writing,4,Idea Drafted,True,5.0,Wednesday,False,0.3,0.01,29,66,0.47
Undergraduate,Biology,2024-07-12,6.4,1,Coding,2,Assignment Completed,True,1.8,Friday,False,0.16,0.01,19,2,0.34
Undergraduate,History,2025-04-03,4.74,1,Writing,3,Confused,True,3.7,Thursday,False,0.21,0.01,19,65,0.27
Graduate,Unknown,2024-07-22,16.7,3,Homework Help,4,Assignment Completed,True,5.0,Monday,False,0.27,0.03,34,37,0.46
Undergraduate,Business,2025-03-16,7.29,2,Writing,2,Assignment Completed,False,3.2,Sunday,True,0.27,0.02,23,77,0.0
Graduate,Engineering,2024-11-24,32.5,10,Homework Help,3,Idea Drafted,True,3.1,Sunday,True,0.31,0.1,30,76,0.36
Graduate,Engineering,2024-08-14,14.26,2,Coding,4,Confused,False,3.2,Wednesday,False,0.14,0.02,24,42,0.34
Undergraduate,Psychology,2024-09-16,4.1,1,Studying,3,Idea Drafted,True,4.1,Monday,False,0.24,0.01,19,79,0.48
Undergraduate,Unknown,2024-10-09,2.85,1,Writing,5,Assignment Completed,True,5.0,Wednesday,False,0.35,0.01,23,84,0.13
High School,Biology,2024-08-06,19.02,6,Studying,2,Idea Drafted,True,2.4,Tuesday,False,0.32,0.06,15,77,0.34
High School,Psychology,2025-02-02,16.06,4,Research,5,Gave Up,False,4.5,Sunday,True,0.25,0.04,18,41,0.16
Graduate,Unknown,2024-06-25,16.7,5,Coding,3,Idea Drafted,True,2.3,Tuesday,False,0.19,0.05,32,70,0.47
High School,Computer Science,2025-03-04,40.09,14,Homework Help,4,Confused,False,4.2,Tuesday,False,0.35,0.14,18,51,0.27
High School,Psychology,2024-09-13,43.18,11,Writing,4,Assignment Completed,True,4.6,Friday,False,0.25,0.11,15,50,0.11
Undergraduate,Business,2024-09-13,20.72,5,Studying,4,Idea Drafted,True,4.8,Saturday,True,0.24,0.05,18,15,0.37
Graduate,Business,2024-08-06,32.63,12,Studying,2,Assignment Completed,True,3.5,Tuesday,False,0.37,0.12,30,37,0.25
Graduate,Unknown,2025-05-12,25.56,8,Coding,4,Idea Drafted,True,4.0,Monday,False,0.31,0.08,33,64,0.12
Undergraduate,History,2025-03-21,16.77,3,Studying,3,Assignment Completed,True,2.5,Friday,False,0.2,0.03,19,72,0.07
Undergraduate,Math,2024-06-29,11.91,3,Homework Help,5,Assignment Completed,True,4.6,Saturday,True,0.2,0.03,23,14,0.19
Undergraduate,Computer Science,2024-12-01,41.87,9,Writing,3,Confused,False,2.4,Sunday,True,0.21,0.09,20,59,0.47
Undergraduate,Engineering,2024-08-04,39.77,9,Writing,3,Assignment Completed,True,3.0,Sunday,True,0.23,0.09,19,26,0.4
Graduate,Biology,2024-11-03,33.45,9,Writing,4,Gave Up,False,3.7,Sunday,True,0.2,0.09,28,41,0.37
Undergraduate,Business,2024-09-12,23.0,5,Coding,3,Confused,True,3.8,Thursday,False,0.2,0.05,21,85,0.33
Undergraduate,Engineering,2024-12-14,15.82,3,Homework Help,2,Assignment Completed,True,1.0,Saturday,Unknown,0.19,0.03,20,86,0.49
Undergraduate,Business,2024-08-19,10.32,2,Writing,2,Assignment Completed,True,2.6,Monday,False,0.19,0.02,23,40,0.43
Undergraduate,Unknown,2024-08-20,15.62,6,Studying,4,Idea Drafted,True,3.1,Tuesday,False,0.38,0.06,19,70,0.34
High School,Math,2025-04-01,19.67,4,Writing,4,Assignment Completed,False,3.1,Tuesday,False,0.2,0.04,14,40,0.38
Undergraduate,Math,2025-03-02,12.47,3,Coding,4,Gave Up,True,4.0,Sunday,True,0.24,0.03,21,5,0.04
Graduate,Psychology,2025-04-25,36.36,8,Writing,4,Idea Drafted,True,2.5,Friday,False,0.22,0.08,22,55,0.5
High School,Biology,2025-04-25,10.01,3,Studying,4,Confused,True,4.4,Saturday,True,0.3,0.03,15,2,0.37
Undergraduate,Computer Science,2025-05-27,15.63,4,Studying,5,Confused,True,5.0,Tuesday,False,0.26,0.04,18,8,0.04
Undergraduate,History,2024-11-14,7.9,1,Studying,5,Assignment Completed,True,5.0,Thursday,False,0.13,0.01,19,17,0.07
Undergraduate,Business,2024-10-28,0.03,1,Homework Help,5,Idea Drafted,True,5.0,Monday,False,33.33,0.01,21,69,0.3
Undergraduate,Computer Science,2024-11-30,11.89,3,Writing,1,Idea Drafted,True,1.0,Saturday,True,0.25,0.03,19,93,0.24
High School,Biology,2024-11-18,20.59,9,Studying,2,Idea Drafted,True,1.7,Monday,False,0.44,0.09,17,82,0.22
Undergraduate,History,2025-03-07,7.79,1,Writing,2,Assignment Completed,False,2.0,Friday,False,0.13,0.01,23,46,0.21
High School,Business,2025-03-07,14.18,4,Writing,3,Assignment Completed,True,2.7,Saturday,True,0.28,0.04,14,48,0.39
High School,Business,2025-03-15,13.67,4,Writing,5,Assignment Completed,False,4.6,Saturday,True,0.29,0.04,18,27,0.45
Undergraduate,Psychology,2024-10-08,22.26,8,Writing,3,Idea Drafted,False,3.5,Tuesday,False,0.2,0.08,19,61,0.24
Undergraduate,Biology,2024-12-13,5.67,1,Writing,5,Confused,False,4.5,Friday,Unknown,0.18,0.01,20,5,0.28
Undergraduate,Engineering,2025-03-08,16.7,1,Brainstorming,3,Idea Drafted,True,3.9,Saturday,True,0.11,0.01,19,37,0.28
High School,History,2024-09-10,39.09,8,Coding,3,Idea Drafted,True,3.4,Tuesday,False,0.2,0.08,18,46,0.39
Undergraduate,Psychology,2025-05-23,24.22,5,Coding,3,Assignment Completed,False,2.5,Friday,False,0.21,0.05,18,64,0.02
Undergraduate,Math,2025-05-23,10.69,3,Writing,4,Gave Up,False,4.4,Tuesday,False,0.28,0.03,20,51,0.31
Undergraduate,Unknown,2025-05-23,16.7,3,Studying,3,Idea Drafted,True,3.4,Monday,False,0.3,0.03,23,16,0.16
Undergraduate,Business,2024-09-12,19.26,5,Writing,4,Assignment Completed,True,4.1,Thursday,False,0.26,0.05,18,69,0.02
Undergraduate,Psychology,2024-11-22,7.04,2,Coding,3,Idea Drafted,True,3.2,Friday,False,0.28,0.02,18,4,0.5
Undergraduate,Math,2024-11-08,14.84,3,Homework Help,5,Assignment Completed,False,4.6,Friday,False,0.2,0.03,18,4,0.43
Undergraduate,Math,2024-09-05,9.61,2,Homework Help,4,Assignment Completed,False,5.0,Thursday,False,0.21,0.02,23,90,0.36
Undergraduate,Computer Science,2024-09-05,14.03,6,Writing,2,Idea Drafted,False,1.2,Tuesday,False,0.43,0.06,19,59,0.25
High School,Unknown,2025-03-09,4.78,1,Coding,1,Gave Up,False,1.9,Sunday,True,0.21,0.01,15,51,0.16
Undergraduate,Psychology,2025-05-23,12.03,3,Writing,2,Assignment Completed,True,2.9,Friday,False,0.25,0.03,21,26,0.22
Graduate,Unknown,2025-03-08,0.94,1,Coding,3,Assignment Completed,True,3.2,Saturday,True,1.06,0.01,23,27,0.47
Undergraduate,Math,2024-09-26,7.55,3,Homework Help,3,Idea Drafted,True,1.0,Thursday,False,0.4,0.03,21,81,0.43
Undergraduate,Unknown,2024-12-31,11.97,2,Studying,4,Idea Drafted,False,3.8,Tuesday,False,0.17,0.02,21,72,0.44
Undergraduate,Biology,2024-12-30,21.68,4,Studying,3,Assignment Completed,True,3.5,Monday,False,0.18,0.04,21,55,0.2
Undergraduate,Math,2024-10-08,3.93,1,Coding,4,Assignment Completed,True,4.5,Tuesday,False,0.25,0.01,19,11,0.25
Undergraduate,Business,2024-12-10,3.32,1,Coding,2,Assignment Completed,False,2.1,Tuesday,False,0.3,0.01,18,67,0.1
High School,Biology,2024-12-10,16.7,3,Homework Help,5,Assignment Completed,False,4.6,Saturday,True,0.22,0.03,18,40,0.05
Graduate,Engineering,2024-09-29,8.47,1,Homework Help,4,Idea Drafted,False,2.4,Sunday,True,0.12,0.01,28,75,0.31
Undergraduate,Business,2024-06-25,6.53,2,Homework Help,4,Assignment Completed,True,2.8,Tuesday,False,0.31,0.02,18,74,0.25
Graduate,Engineering,2024-12-09,30.96,6,Homework Help,4,Assignment Completed,True,2.4,Monday,False,0.19,0.06,27,60,0.08
Undergraduate,Unknown,2024-12-21,17.85,4,Writing,3,Assignment Completed,True,5.0,Saturday,True,0.28,0.05,23,81,0.06
Undergraduate,Psychology,2024-08-24,31.31,6,Coding,4,Confused,True,4.1,Saturday,True,0.19,0.06,21,98,0.08
Graduate,Math,2024-07-17,18.08,8,Brainstorming,3,Confused,False,3.5,Wednesday,False,0.44,0.08,28,75,0.29
High School,Unknown,2025-04-23,9.85,3,Coding,4,Assignment Completed,True,3.8,Wednesday,Unknown,0.3,0.03,14,98,0.4
Graduate,Psychology,2025-06-04,33.06,10,Coding,2,Assignment Completed,False,1.1,Wednesday,False,0.3,0.01,33,85,0.13
Undergraduate,Psychology,2025-05-13,40.6,9,Studying,2,Assignment Completed,True,2.2,Tuesday,False,0.22,0.09,18,80,0.25
High School,Math,2024-07-17,16.7,2,Brainstorming,2,Idea Drafted,True,1.4,Wednesday,False,0.18,0.02,15,87,0.14
Undergraduate,Engineering,2024-07-17,10.49,4,Writing,3,Assignment Completed,False,4.7,Thursday,False,0.38,0.04,21,6,0.31
Undergraduate,History,2024-07-17,17.66,4,Coding,2,Idea Drafted,True,2.0,Thursday,False,0.23,0.04,22,46,0.1
Undergraduate,History,2024-10-14,28.8,6,Brainstorming,2,Idea Drafted,True,1.6,Monday,False,0.21,0.06,19,98,0.42
Undergraduate,Math,2024-09-11,3.53,1,Coding,3,Assignment Completed,True,4.1,Wednesday,False,0.28,0.01,21,60,0.37
Undergraduate,Engineering,2024-12-01,12.87,4,Research,5,Assignment Completed,True,5.0,Sunday,True,0.31,0.04,19,78,0.18
Graduate,Engineering,2024-08-05,3.54,1,Writing,4,Assignment Completed,True,4.2,Monday,False,0.28,0.01,33,78,0.27
Undergraduate,Unknown,2025-06-01,6.99,2,Coding,2,Assignment Completed,True,2.9,Sunday,True,0.29,0.02,22,92,0.25
Undergraduate,Biology,2024-10-13,23.69,5,Studying,3,Assignment Completed,True,3.5,Sunday,True,0.21,0.05,16,12,0.14
High School,Biology,2024-08-17,28.33,12,Coding,5,Confused,False,5.0,Saturday,True,0.42,0.12,15,42,0.01
High School,History,2024-08-17,22.81,5,Writing,3,Idea Drafted,True,3.7,Saturday,True,0.22,0.05,15,14,0.29
Undergraduate,Business,2024-08-17,16.7,5,Homework Help,5,Confused,True,4.2,Thursday,Unknown,0.4,0.05,19,38,0.46
High School,Biology,2024-08-31,5.02,1,Writing,3,Assignment Completed,True,2.3,Saturday,True,0.2,0.01,17,31,0.09
Graduate,History,2024-12-06,35.16,7,Coding,5,Assignment Completed,True,5.0,Friday,False,0.2,0.07,29,63,0.04
Graduate,Biology,2025-04-18,20.06,4,Writing,4,Assignment Completed,True,2.7,Friday,False,0.45,0.09,23,96,0.35
Undergraduate,Engineering,2024-06-29,7.0,2,Coding,3,Assignment Completed,True,2.9,Saturday,Unknown,0.29,0.02,18,63,0.45
Graduate,History,2024-06-29,15.1,4,Writing,2,Confused,True,3.7,Tuesday,False,0.2,0.03,32,84,0.32
Graduate,History,2024-06-29,24.65,6,Coding,4,Idea Drafted,True,4.3,Friday,False,0.2,0.06,24,11,0.2
Undergraduate,Biology,2025-04-16,17.26,3,Writing,4,Idea Drafted,True,4.6,Wednesday,False,0.17,0.03,21,50,0.36
Graduate,Biology,2025-01-15,5.97,2,Writing,4,Idea Drafted,True,1.0,Wednesday,False,0.34,0.02,34,21,0.3
Graduate,Engineering,2025-02-06,3.38,1,Homework Help,2,Assignment Completed,True,2.2,Thursday,False,0.2,0.01,23,27,0.21
Undergraduate,Engineering,2024-12-17,10.12,4,Studying,1,Idea Drafted,True,1.0,Tuesday,False,0.2,0.04,22,26,0.19
