StudentLevel,Discipline,SessionDate,SessionLengthMin,TotalPrompts,TaskType,AI_AssistanceLevel,FinalOutcome,UsedAgain,SatisfactionRating,DayOfWeek,IsWeekend,PromptsPerMinute,EstimatedSessionCost_USD,StudentAge,AcademicPressureScore,GpaImprovement
High School,Math,2025-04-12,9.45,3.0,Homework Help,4.0,Assignment Completed,TRUE,3.5,  nan  ,True,0.32,0.03,14.0,8.0,0.26
Undergraduate,Computer Science,2025-06-20,13.43,2.0,Writing,3.0,,True,3.9,Friday,false,0.15,0.02,21.0,7.0,0.22
Undergraduate,Computer Science,2024-07-09,11.71,3.0,Homework Help,3.0,CONFUSED,True,2.9,tuesday,False,0.26,0.03,21.0,,0.02
Graduate,Computer Science,2024-10-23,16.22,5.0,Homework Help,3.0,Assignment Completed,True,,Wednesday,False,0.31,0.05,28.0,81.0,0.39
Undergraduate,Biology,2025-06-15,19.03,4.0,STUDYING,3.0,Gave Up,False,3.6,Sunday,True,0.21,0.04,19.0,54.0,0.44
Undergraduate,,2025-05-30,10.37,,Studying,4.0,Confused,False,4.3,FRIDAY,FALSE,0.39,0.04,20.0,19.0,0.43
Undergraduate,Business,2024-12-04,37.05,14.0,STUDYING,5.0,Idea Drafted,TRUE,5.0,Wednesday,False,0.38,0.14,,12.0,0.33
UNDERGRADUATE,Business,2024-07-30,26.61,5.0,Brainstorming,4.0,Assignment Completed,FALSE,,Tuesday,False,0.19,0.05,23.0,,0.23
Undergraduate,Computer Science,2025/03/06,72.82,25.0,Homework Help,2.0,Gave Up,False,2.0,Thursday,False,,,,38.0,0.24
Graduate,computer science,2024-10-31,24.43,5.0,Homework Help,5.0,Assignment Completed,False,5.0,Thursday,,0.2,,25.0,70.0,0.28
undergraduate,Business,2024-10-06,15.52,4.0,  Studying  ,2.0,Confused,False,,Sunday,True,,0.04,22.0,68.0,0.15
graduate,,2025-04-07,1.68,1.0,Homework Help,3.0,CONFUSED,true,1.7,Monday,False,0.6,0.01,31.0,88.0,0.05
Graduate,computer science,2024-07-14,13.99,2.0,homework help,3.0,  confused  ,False,4.3,Sunday,  true  ,,0.02,30.0,,0.49
Undergraduate,History,2024-08-16,23.58,6.0,coding,,Idea Drafted,,3.9,Friday,false,0.25,0.06,20.0,74.0,0.32
HIGH SCHOOL,biology,2024-07-20,19.3,6.0,Studying,4.0,Assignment Completed,True,2.5,Saturday,True,0.31,0.06,15.0,68.0,0.15
,Biology,2024-07-30,31.13,6.0,HOMEWORK HELP,4.0,Assignment Completed,True,,Tuesday,False,0.19,0.06,17.0,4.0,0.42
GRADUATE,Psychology,2025-02-07,14.96,4.0,Studying,2.0,Idea Drafted,TRUE,1.8,Friday,False,0.27,0.04,,81.0,0.33
Undergraduate,Business,2024-06-25,47.16,17.0,Studying,4.0,Assignment Completed,True,3.3,NAN,False,0.36,0.17,19.0,94.0,0.17
Undergraduate,Biology,2024-08-04,4.48,1.0,Homework Help,3.0,Assignment Completed,True,3.2,Sunday,true,0.22,0.01,23.0,60.0,0.07
Undergraduate,engineering,2025-06-05,39.95,9.0,homework help,4.0,Gave Up,False,,Thursday,False,0.23,0.09,20.0,34.0,0.46
Undergraduate,History,2024-12-26,48.04,10.0,Coding,5.0,Confused,False,3.9,Thursday,False,0.21,0.1,20.0,14.0,0.21
Undergraduate,,10-07-2024,7.55,3.0,  Writing  ,4.0,GAVE UP,False,5.0,WEDNESDAY,False,0.4,0.03,20.0,45.0,
High School,Engineering,2024-12-23,20.2,5.0,studying,3.0,,False,4.0,Monday,False,,,15.0,77.0,0.22
Undergraduate,,nan,20.35,7.0,,4.0,Assignment Completed,False,5.0,Sunday,True,0.34,0.07,18.0,40.0,0.28
Undergraduate,Computer Science,2024-11-11,84.15,31.0,Homework Help,5.0,Confused,False,5.0,  Monday  ,FALSE,0.37,0.31,20.0,63.0,0.5
Undergraduate,BUSINESS,2024-11-28,10.54,4.0,Writing,5.0,idea drafted,True,5.0,Thursday,False,0.38,0.04,19.0,18.0,0.41
High School,History,2025/01/20,5.76,1.0,homework help,5.0,Assignment Completed,TRUE,5.0,Monday,  False  ,0.17,0.01,18.0,5.0,0.35
Undergraduate,Engineering,2024-08-04,10.93,3.0,Research,1.0,confused,False,2.0,Sunday,True,0.27,0.03,21.0,37.0,0.41
Undergraduate,,2024-10-04,,2.0,HOMEWORK HELP,3.0,Assignment Completed,,2.5,Friday,False,0.18,0.02,21.0,8.0,0.19
Undergraduate,Psychology,2024-08-24,43.1,12.0,Studying,3.0,Idea Drafted,TRUE,3.0,Saturday,True,0.28,0.12,23.0,,0.37
Graduate,Math,2025-02-08,5.18,1.0,Studying,4.0,Assignment Completed,True,4.9,  Saturday  ,True,0.19,0.01,29.0,37.0,0.31
Graduate,Business,  nan  ,,6.0,writing,3.0,Idea Drafted,True,3.2,MONDAY,False,0.25,0.06,34.0,46.0,0.15
Undergraduate,engineering,2025-01-27,30.16,11.0,Homework Help,2.0,Assignment Completed,True,2.4,Monday,false,0.36,0.11,18.0,58.0,0.39
Undergraduate,Biology,2025-06-06,17.16,5.0,Coding,,Assignment Completed,True,2.4,Friday,False,0.29,0.05,18.0,24.0,0.23
High School,History,2025-04-28,24.37,6.0,Writing,3.0,Assignment Completed,True,4.4,Monday,False,0.25,0.06,15.0,95.0,0.48
graduate,ENGINEERING,2024-09-28,15.24,5.0,  studying  ,4.0,Assignment Completed,False,,  Saturday  ,True,0.33,0.05,25.0,3.0,0.36
Graduate,Biology,2024-07-25,44.81,11.0,Writing,5.0,Assignment Completed,True,4.9,Thursday,False,0.25,0.11,28.0,53.0,0.39
NAN,history,31 Oct 2024,18.58,,Research,5.0,Confused,False,3.8,Thursday,False,0.43,0.08,18.0,36.0,0.01
Graduate,math,2024-08-28,11.51,3.0,Homework Help,5.0,Assignment Completed,True,5.0,Wednesday,False,,0.03,33.0,85.0,0.05
graduate,Business,2024-09-03,62.93,17.0,Writing,2.0,Assignment Completed,False,1.9,Tuesday,FALSE,0.27,0.17,31.0,91.0,0.49
Undergraduate,Computer Science,2025-03-02,33.3,7.0,Coding,3.0,Confused,nan,2.3,Sunday,  TRUE  ,0.21,0.07,21.0,4.0,0.49
Graduate,Psychology,2025-06-15,18.47,8.0,Studying,4.0,Idea Drafted,False,,sunday,true,0.43,0.08,26.0,87.0,0.22
Undergraduate,Psychology,  2025-01-30  ,46.97,20.0,Homework Help,3.0,assignment completed,True,1.0,  Thursday  ,False,0.43,0.2,19.0,33.0,0.37
undergraduate,Business,2025-03-23,16.77,4.0,Writing,2.0,Assignment Completed,True,1.5,sunday,  True  ,0.24,0.04,18.0,6.0,0.44
high school,History,26 May 2025,15.87,3.0,Coding,4.0,Assignment Completed,True,3.3,Monday,False,0.19,0.03,16.0,52.0,0.32
UNDERGRADUATE,Psychology,2024-08-03,,7.0,Writing,2.0,ASSIGNMENT COMPLETED,True,1.1,Saturday,TRUE,0.46,0.07,18.0,89.0,0.3
Undergraduate,Computer Science,2025-02-23,33.03,10.0,Writing,2.0,Assignment Completed,False,2.0,sunday,True,0.3,0.1,19.0,78.0,0.46
Undergraduate,Psychology,2025-05-05,28.1,10.0,Coding,3.0,assignment completed,True,3.3,Monday,False,0.36,0.1,21.0,23.0,0.24
Undergraduate,Business,2024-06-30,10.52,4.0,Writing,,Assignment Completed,True,3.5,,True,0.38,,20.0,48.0,0.21
,Math,2024-12-23,39.41,8.0,writing,3.0,assignment completed,True,3.0,MONDAY,False,0.2,0.08,25.0,35.0,0.03
UNDERGRADUATE,Psychology,2024-09-16,8.87,4.0,Homework Help,3.0,  Confused  ,False,,Monday,,0.45,0.04,22.0,96.0,0.23
Undergraduate,Engineering,2025-04-03,,13.0,Writing,5.0,Idea Drafted,true,,Thursday,False,0.46,0.13,22.0,96.0,0.3
Graduate,nan,2025-03-26,,2.0,WRITING,5.0,Gave Up,False,4.7,Wednesday,False,0.36,0.02,25.0,35.0,
Undergraduate,Business,2024-08-12,4.8,,Homework Help,2.0,Assignment Completed,True,2.4,Monday,False,0.42,0.02,23.0,14.0,0.11
Undergraduate,,2024-08-28,10.72,3.0,Writing,3.0,Confused,False,3.6,Wednesday,  nan  ,0.28,0.03,20.0,65.0,0.17
undergraduate,Engineering,04/06/2025,20.1,5.0,Coding,4.0,Assignment Completed,True,,Sunday,True,,0.05,21.0,75.0,0.16
Undergraduate,NAN,2025-05-09,9.18,4.0,Homework Help,2.0,Idea Drafted,True,2.2,Friday,False,0.44,0.04,23.0,82.0,0.05
GRADUATE,,2025-05-25,17.91,7.0,studying,5.0,Idea Drafted,True,3.3,Sunday,  True  ,0.39,0.07,25.0,68.0,0.41
Graduate,Business,2025-03-16,17.27,4.0,Coding,4.0,ASSIGNMENT COMPLETED,True,4.6,,True,0.23,0.04,29.0,55.0,0.04
High School,,01/07/2025,22.81,6.0,Homework Help,4.0,Assignment Completed,True,3.1,Tuesday,False,0.26,0.06,17.0,34.0,0.15
Undergraduate,Biology,  2024-09-24  ,,5.0,Homework Help,3.0,Assignment Completed,false,4.2,  tuesday  ,False,0.18,0.05,22.0,55.0,0.09
Undergraduate,History,2024/11/29,13.08,4.0,Homework Help,3.0,Assignment Completed,True,4.0,Friday,False,0.31,0.04,23.0,65.0,0.38
Undergraduate,History,2024-06-26,25.74,6.0,Studying,3.0,Confused,False,3.5,Wednesday,FALSE,,0.06,23.0,91.0,0.24
GRADUATE,Biology,2025-03-15,11.92,4.0,Studying,1.0,ASSIGNMENT COMPLETED,True,1.0,Saturday,True,0.34,0.04,28.0,63.0,0.08
GRADUATE,business,13 Jan 2025,23.44,6.0,Coding,5.0,ASSIGNMENT COMPLETED,True,,Monday,False,,0.06,31.0,55.0,0.01
Undergraduate,  Math  ,,,7.0,Brainstorming,4.0,Idea Drafted,True,3.8,Thursday,False,0.36,0.07,20.0,48.0,0.47
  undergraduate  ,Business,2024-10-08,12.1,2.0,Studying,,idea drafted,True,4.7,Tuesday,False,0.17,0.02,,3.0,0.01
Undergraduate,NAN,2025-02-02,32.53,11.0,STUDYING,3.0,Idea Drafted,  True  ,2.1,Sunday,True,0.34,0.11,21.0,14.0,0.22
Graduate,Psychology,2025-04-28,11.69,4.0,Homework Help,3.0,Assignment Completed,True,2.6,Monday,False,0.34,0.04,26.0,71.0,0.48
High School,Psychology,2025-04-03,36.98,9.0,Writing,4.0,CONFUSED,False,4.6,  Thursday  ,False,0.24,0.09,,59.0,0.1
Undergraduate,biology,04/21/2025,5.58,1.0,Writing,4.0,Assignment Completed,True,4.7,Monday,false,0.18,0.01,19.0,,0.16
Graduate,HISTORY,16 May 2025,27.09,6.0,Studying,3.0,idea drafted,True,2.5,Friday,  false  ,0.22,0.06,27.0,19.0,0.29
Graduate,Computer Science,  2024-09-04  ,10.34,4.0,  Coding  ,3.0,Gave Up,false,2.5,  Wednesday  ,  FALSE  ,0.39,0.04,32.0,36.0,0.15
Undergraduate,Biology,2025-01-01,67.56,21.0,,3.0,assignment completed,False,3.8,Wednesday,False,0.31,0.21,19.0,73.0,0.07
Undergraduate,Math,22 Jan 2025,17.13,6.0,Studying,4.0,Gave Up,False,3.8,wednesday,False,0.35,0.06,19.0,2.0,0.09
Undergraduate,Engineering,2024-09-24,3.64,1.0,Writing,4.0,Confused,  False  ,3.7,Tuesday,false,0.27,0.01,19.0,95.0,0.06
Undergraduate,Math,  2024-07-17  ,12.54,4.0,Writing,3.0,Idea Drafted,False,3.0,WEDNESDAY,False,0.32,0.04,22.0,84.0,
undergraduate,,  2024-12-07  ,2.32,1.0,WRITING,2.0,Assignment Completed,True,2.3,Saturday,True,0.43,0.01,19.0,53.0,0.17
Undergraduate,Engineering,2024-09-13,10.81,2.0,Coding,5.0,Assignment Completed,,5.0,FRIDAY,False,0.19,0.02,23.0,42.0,0.3
Undergraduate,Computer Science,2025-02-17,20.42,5.0,Coding,4.0,Assignment Completed,True,2.5,Monday,,0.24,0.05,19.0,,0.08
,Computer Science,2025-03-09,16.65,3.0,Coding,4.0,Assignment Completed,True,4.8,SUNDAY,True,0.18,0.03,15.0,83.0,0.26
graduate,Computer Science,2024-11-21,37.77,,Writing,3.0,Assignment Completed,True,3.9,Thursday,,0.29,0.11,33.0,76.0,0.09
Graduate,Psychology,2024-09-06,2.61,1.0,Writing,4.0,Assignment Completed,True,5.0,Friday,FALSE,0.38,0.01,33.0,37.0,0.15
High School,History,nan,9.13,4.0,Coding,5.0,  Assignment Completed  ,False,4.1,  Saturday  ,True,0.44,0.04,16.0,38.0,0.28
Undergraduate,ENGINEERING,14 Jan 2025,8.67,3.0,Coding,4.0,Assignment Completed,True,4.2,Tuesday,False,,0.03,21.0,100.0,0.21
Undergraduate,Computer Science,2024-10-15,5.8,1.0,Coding,3.0,assignment completed,,3.4,Tuesday,false,0.17,0.01,21.0,71.0,0.42
Undergraduate,History,2024-11-04,13.93,6.0,Coding,4.0,CONFUSED,False,4.1,MONDAY,FALSE,0.43,0.06,20.0,85.0,0.44
Graduate,Biology,2024-08-15,7.68,1.0,Homework Help,4.0,  Gave Up  ,False,4.4,Thursday,False,0.13,0.01,28.0,61.0,0.32
High School,BIOLOGY,2024-11-28,35.9,13.0,Writing,2.0,Assignment Completed,  True  ,1.5,thursday,False,0.36,0.13,18.0,37.0,0.29
Undergraduate,,2025-02-08,33.35,12.0,Studying,4.0,IDEA DRAFTED,  True  ,,Saturday,,,0.12,22.0,57.0,0.03
Undergraduate,History,2024-11-30,11.31,4.0,Studying,4.0,assignment completed,True,3.6,Saturday,true,0.35,0.04,20.0,91.0,0.04
,  Psychology  ,2025-06-12,6.85,1.0,Studying,4.0,Confused,False,3.9,Thursday,  False  ,0.15,0.01,21.0,92.0,0.45
Undergraduate,Engineering,2025-02-03,,10.0,,4.0,Assignment Completed,true,3.8,Monday,False,0.21,0.1,22.0,6.0,0.34
Graduate,Math,2024-10-13,30.02,7.0,Homework Help,3.0,Confused,False,2.2,Sunday,True,0.23,0.07,25.0,19.0,0.37
graduate,Engineering,2024-10-06,,6.0,Research,2.0,Gave Up,True,,Sunday,True,0.23,0.06,33.0,48.0,0.4
High School,,2024-09-28,,9.0,Writing,2.0,Assignment Completed,True,1.0,Saturday,True,0.27,0.09,15.0,4.0,0.35
Undergraduate,History,2025-02-18,16.3,5.0,RESEARCH,2.0,Confused,false,1.0,Tuesday,False,0.31,0.05,23.0,43.0,0.13
,Computer Science,2025-05-22,6.57,1.0,studying,2.0,Confused,True,1.3,Thursday,False,0.15,0.01,31.0,51.0,0.23
Undergraduate,Biology,  2025-06-04  ,14.75,3.0,Studying,4.0,ASSIGNMENT COMPLETED,TRUE,4.6,Wednesday,False,0.2,0.03,23.0,76.0,0.22
Undergraduate,Biology,2024-08-11,28.55,8.0,HOMEWORK HELP,3.0,Assignment Completed,true,3.2,Sunday,True,0.28,0.08,20.0,59.0,0.26
high school,Computer Science,2025-03-25,,15.0,studying,5.0,Assignment Completed,True,4.8,NAN,False,0.44,0.15,18.0,84.0,0.07
High School,Biology,2024-12-04,26.87,7.0,Studying,4.0,Assignment Completed,False,,Wednesday,False,0.26,0.07,18.0,57.0,0.1
High School,Math,2024-10-01,16.5,3.0,Studying,3.0,Assignment Completed,False,2.2,TUESDAY,FALSE,0.18,,15.0,11.0,0.25
High School,BIOLOGY,2025-03-02,32.25,8.0,Writing,5.0,Assignment Completed,False,4.1,Sunday,TRUE,0.25,0.08,18.0,74.0,0.22
High School,Biology,2025-02-14,47.14,14.0,Studying,3.0,Confused,True,2.6,,False,0.3,,15.0,92.0,0.3
Undergraduate,Biology,03 Jan 2025,51.31,17.0,Brainstorming,3.0,Idea Drafted,False,2.8,Friday,FALSE,0.33,0.17,18.0,23.0,0.48
Undergraduate,Math,24-06-2024,7.44,1.0,Writing,,Idea Drafted,False,5.0,Monday,False,0.13,0.01,20.0,71.0,0.32
Undergraduate,History,2024-08-07,5.22,1.0,Studying,5.0,Confused,False,5.0,Wednesday,FALSE,0.19,0.01,20.0,20.0,0.26
UNDERGRADUATE,Psychology,  2024-11-28  ,21.84,5.0,Writing,3.0,Assignment Completed,True,1.8,Thursday,False,0.23,0.05,23.0,78.0,0.21
HIGH SCHOOL,Math,2025-02-08,16.6,3.0,Coding,4.0,,True,4.2,Saturday,True,0.18,0.03,18.0,57.0,0.45
Undergraduate,Biology,2024-09-06,15.18,3.0,Coding,4.0,Assignment Completed,True,4.6,Friday,False,0.2,0.03,18.0,34.0,0.02
Undergraduate,Biology,2025-04-10,,2.0,Writing,4.0,Idea Drafted,True,5.0,Thursday,False,0.27,0.02,21.0,77.0,0.33
HIGH SCHOOL,Psychology,2024-09-30,26.34,6.0,Writing,4.0,Assignment Completed,True,2.6,Monday,False,,0.06,17.0,80.0,0.36
Undergraduate,Biology,2025-03-19,5.5,1.0,homework help,3.0,Confused,True,,Wednesday,False,0.18,0.01,23.0,1.0,0.18
Undergraduate,math,12 Aug 2024,11.76,3.0,Research,3.0,Confused,True,,  Monday  ,False,0.26,0.03,18.0,15.0,0.38
Undergraduate,Psychology,2025-02-02,,10.0,Coding,2.0,Assignment Completed,True,1.9,Sunday,true,0.39,0.1,18.0,62.0,0.36
High School,Math,2024-09-03,,2.0,Coding,4.0,Idea Drafted,FALSE,4.6,tuesday,False,0.21,0.02,17.0,25.0,0.13
Graduate,BUSINESS,2025-05-06,7.17,2.0,Coding,1.0,Assignment Completed,False,,tuesday,  False  ,,0.02,,79.0,0.25
High School,Engineering,2025-02-27,5.81,1.0,HOMEWORK HELP,5.0,Confused,True,,Thursday,FALSE,0.17,0.01,18.0,54.0,0.38
  High School  ,business,02/04/2025,35.62,13.0,Studying,3.0,  Idea Drafted  ,True,,Tuesday,False,0.36,0.13,16.0,,0.38
Undergraduate,Business,2024-08-09,16.58,3.0,Writing,2.0,assignment completed,true,3.3,Friday,False,0.18,0.03,,78.0,0.33
UNDERGRADUATE,,,3.82,1.0,Studying,2.0,Gave Up,False,2.3,Tuesday,False,0.26,0.01,23.0,45.0,0.5
high school,Biology,2024/09/28,5.55,2.0,Studying,3.0,Assignment Completed,  TRUE  ,,SATURDAY,True,0.36,0.02,15.0,68.0,0.28
graduate,Engineering,  2024-08-14  ,33.36,12.0,Homework Help,5.0,,True,5.0,Wednesday,False,0.36,0.12,32.0,50.0,0.08
Undergraduate,History,27-03-2025,9.81,2.0,Homework Help,5.0,Assignment Completed,  True  ,5.0,Thursday,FALSE,0.2,0.02,18.0,35.0,0.06
High School,HISTORY,2024-07-09,,15.0,studying,4.0,assignment completed,True,4.8,Tuesday,  False  ,0.32,0.15,17.0,84.0,0.49
  Undergraduate  ,Computer Science,2024-09-21,16.69,8.0,Coding,3.0,Assignment Completed,True,2.5,Saturday,True,0.48,0.08,22.0,39.0,
  UNDERGRADUATE  ,History,2024-09-29,31.75,10.0,CODING,5.0,confused,True,5.0,Sunday,True,0.31,0.1,19.0,77.0,0.45
Graduate,Biology,04/09/2025,3.3,1.0,Writing,4.0,  Idea Drafted  ,true,5.0,Wednesday,False,0.3,0.01,29.0,66.0,0.47
UNDERGRADUATE,BIOLOGY,2024-07-12,6.4,1.0,coding,2.0,Assignment Completed,TRUE,1.8,FRIDAY,False,0.16,0.01,19.0,2.0,0.34
Undergraduate,History,2025-04-03,4.74,1.0,Writing,3.0,Confused,NAN,3.7,Thursday,False,0.21,0.01,19.0,65.0,0.27
Graduate,,2024-07-22,,3.0,Homework Help,4.0,,True,5.0,Monday,False,0.27,0.03,34.0,37.0,0.46
Undergraduate,Business,2025-03-16,7.29,2.0,Writing,2.0,Assignment Completed,False,3.2,Sunday,True,0.27,0.02,23.0,77.0,0.0
Graduate,Engineering,2024-11-24,32.5,10.0,Homework Help,3.0,Idea Drafted,True,3.1,Sunday,True,0.31,0.1,30.0,76.0,0.36
GRADUATE,Engineering,2024-08-14,14.26,2.0,Coding,4.0,  Confused  ,False,3.2,Wednesday,False,0.14,0.02,24.0,42.0,0.34
Undergraduate,Psychology,2024-09-16,4.1,1.0,STUDYING,3.0,IDEA DRAFTED,True,4.1,Monday,False,0.24,0.01,19.0,79.0,0.48
Undergraduate,,2024-10-09,2.85,1.0,Writing,5.0,Assignment Completed,True,5.0,Wednesday,False,0.35,0.01,23.0,84.0,0.13
High School,Biology,2024-08-06,19.02,6.0,Studying,2.0,Idea Drafted,True,2.4,Tuesday,False,0.32,0.06,15.0,77.0,0.34
High School,PSYCHOLOGY,2025-02-02,16.06,4.0,Research,5.0,Gave Up,False,4.5,Sunday,true,0.25,0.04,18.0,41.0,0.16
Graduate,,2024-06-25,,5.0,Coding,3.0,Idea Drafted,True,2.3,Tuesday,FALSE,0.19,0.05,32.0,70.0,0.47
High School,computer science,2025-03-04,40.09,14.0,Homework Help,4.0,CONFUSED,False,4.2,Tuesday,False,0.35,0.14,18.0,,0.27
High School,Psychology,2024-09-13,43.18,11.0,Writing,4.0,  Assignment Completed  ,True,4.6,Friday,false,0.25,0.11,15.0,50.0,0.11
Undergraduate,  business  ,03/29/2025,20.72,5.0,Studying,4.0,Idea Drafted,True,4.8,  saturday  ,True,0.24,0.05,18.0,15.0,0.37
Graduate,  Business  ,  2024-08-06  ,32.63,12.0,Studying,2.0,  Assignment Completed  ,True,,Tuesday,false,0.37,0.12,30.0,37.0,
Graduate,,2025-05-12,25.56,8.0,Coding,4.0,Idea Drafted,True,4.0,Monday,FALSE,0.31,0.08,33.0,64.0,0.12
Undergraduate,history,2025-03-21,16.77,3.0,Studying,3.0,NAN,True,2.5,Friday,FALSE,,0.03,19.0,72.0,0.07
Undergraduate,Math,2024-06-29,11.91,3.0,Homework Help,5.0,Assignment Completed,True,4.6,Saturday,true,,0.03,23.0,14.0,0.19
UNDERGRADUATE,Computer Science,2024-12-01,41.87,9.0,Writing,3.0,CONFUSED,False,2.4,Sunday,True,0.21,0.09,20.0,59.0,0.47
  Undergraduate  ,Engineering,2024-08-04,39.77,9.0,Writing,3.0,ASSIGNMENT COMPLETED,True,3.0,Sunday,True,0.23,0.09,19.0,26.0,0.4
graduate,BIOLOGY,2024-11-03,33.45,9.0,Writing,4.0,Gave Up,False,3.7,Sunday,True,,0.09,28.0,41.0,0.37
Undergraduate,Business,2024-09-12,23.0,5.0,  Coding  ,3.0,Confused,nan,3.8,Thursday,False,,0.05,21.0,85.0,0.33
Undergraduate,Engineering,  2024-12-14  ,15.82,3.0,Homework Help,2.0,Assignment Completed,True,1.0,saturday,,0.19,0.03,20.0,86.0,0.49
Undergraduate,business,2024-08-19,10.32,2.0,Writing,2.0,Assignment Completed,True,2.6,Monday,False,0.19,0.02,23.0,40.0,0.43
Undergraduate,,2024-08-20,15.62,6.0,Studying,4.0,Idea Drafted,True,3.1,Tuesday,False,0.38,0.06,19.0,70.0,0.34
High School,Math,  2025-04-01  ,19.67,4.0,Writing,4.0,Assignment Completed,False,3.1,  Tuesday  ,False,0.2,0.04,14.0,40.0,0.38
Undergraduate,  MATH  ,2025-03-02,12.47,3.0,Coding,4.0,gave up,True,4.0,Sunday,True,0.24,0.03,21.0,5.0,0.04
GRADUATE,Psychology,2025-04-25,36.36,8.0,writing,4.0,IDEA DRAFTED,TRUE,2.5,Friday,False,0.22,0.08,22.0,55.0,0.5
High School,Biology,2024/08/10,10.01,3.0,Studying,4.0,Confused,True,4.4,Saturday,True,0.3,0.03,15.0,2.0,0.37
Undergraduate,Computer Science,2025-05-27,15.63,4.0,Studying,5.0,Confused,true,5.0,Tuesday,False,0.26,0.04,18.0,8.0,0.04
UNDERGRADUATE,History,2024-11-14,7.9,1.0,Studying,5.0,Assignment Completed,True,5.0,Thursday,False,0.13,0.01,19.0,17.0,0.07
Undergraduate,business,2024-10-28,0.03,1.0,Homework Help,5.0,Idea Drafted,True,5.0,Monday,False,33.33,0.01,21.0,69.0,0.3
Undergraduate,Computer Science,2024-11-30,11.89,3.0,writing,1.0,Idea Drafted,True,1.0,Saturday,True,0.25,0.03,19.0,93.0,0.24
High School,  Biology  ,2024-11-18,20.59,9.0,Studying,2.0,  IDEA DRAFTED  ,True,1.7,MONDAY,False,0.44,0.09,17.0,82.0,0.22
undergraduate,History,2025-03-07,7.79,1.0,Writing,2.0,assignment completed,False,2.0,Friday,False,0.13,0.01,23.0,46.0,0.21
high school,Business,01/11/2025,14.18,,,3.0,  Assignment Completed  ,True,2.7,Saturday,  TRUE  ,0.28,0.04,14.0,48.0,0.39
HIGH SCHOOL,Business,2025-03-15,13.67,4.0,Writing,5.0,Assignment Completed,False,4.6,Saturday,True,0.29,0.04,,27.0,0.45
Undergraduate,Psychology,2024-10-08,22.26,8.0,  Writing  ,3.0,  idea drafted  ,FALSE,3.5,Tuesday,False,,0.08,19.0,61.0,0.24
Undergraduate,Biology,2024-12-13,5.67,1.0,  Writing  ,5.0,Confused,False,4.5,FRIDAY,NAN,0.18,0.01,20.0,5.0,0.28
Undergraduate,engineering,2025-03-08,,1.0,Brainstorming,3.0,Idea Drafted,True,3.9,Saturday,true,0.11,0.01,19.0,37.0,0.28
High School,History,2024-09-10,39.09,8.0,CODING,3.0,Idea Drafted,True,3.4,TUESDAY,False,0.2,0.08,18.0,46.0,0.39
Undergraduate,Psychology,2025-05-23,24.22,5.0,Coding,3.0,Assignment Completed,False,2.5,Friday,False,0.21,0.05,,64.0,0.02
Undergraduate,Math,,10.69,3.0,NAN,4.0,Gave Up,  False  ,4.4,tuesday,False,0.28,0.03,20.0,,0.31
Undergraduate,,19 Aug 2024,,3.0,Studying,3.0,idea drafted,true,3.4,Monday,false,0.3,0.03,23.0,16.0,0.16
undergraduate,Business,2024-09-12,19.26,5.0,Writing,4.0,assignment completed,True,4.1,Thursday,False,0.26,0.05,18.0,69.0,0.02
Undergraduate,Psychology,2024-11-22,7.04,2.0,CODING,3.0,Idea Drafted,,3.2,Friday,  False  ,0.28,0.02,,4.0,0.5
UNDERGRADUATE,Math,2024-11-08,14.84,3.0,Homework Help,5.0,,false,4.6,Friday,False,0.2,0.03,18.0,4.0,0.43
Undergraduate,Math,2024-09-05,9.61,2.0,Homework Help,4.0,Assignment Completed,False,5.0,Thursday,False,0.21,0.02,23.0,90.0,0.36
Undergraduate,Computer Science,27 May 2025,14.03,6.0,Writing,2.0,Idea Drafted,False,1.2,Tuesday,False,0.43,0.06,19.0,59.0,
High School,,2025-03-09,4.78,1.0,Coding,1.0,gave up,False,1.9,Sunday,True,0.21,0.01,15.0,,0.16
undergraduate,Psychology,2025-05-23,12.03,3.0,WRITING,2.0,,true,2.9,friday,False,0.25,0.03,21.0,26.0,0.22
Graduate,,2025-03-08,0.94,1.0,Coding,3.0,Assignment Completed,True,3.2,Saturday,true,1.06,0.01,23.0,27.0,0.47
Undergraduate,Math,2024-09-26,7.55,3.0,Homework Help,3.0,idea drafted,True,1.0,Thursday,False,0.4,0.03,21.0,81.0,0.43
Undergraduate,,2024-12-31,11.97,2.0,Studying,4.0,Idea Drafted,FALSE,3.8,Tuesday,False,0.17,0.02,21.0,72.0,0.44
Undergraduate,Biology,2024-12-30,21.68,4.0,Studying,3.0,  ASSIGNMENT COMPLETED  ,True,,Monday,False,0.18,0.04,21.0,55.0,0.2
undergraduate,math,2024-10-08,3.93,1.0,Coding,4.0,Assignment Completed,  True  ,4.5,TUESDAY,False,0.25,0.01,19.0,11.0,
undergraduate,Business,2024-12-10,3.32,1.0,CODING,2.0,Assignment Completed,False,2.1,Tuesday,False,0.3,0.01,18.0,67.0,0.1
High School,Biology,13 Jul 2024,,3.0,Homework Help,5.0,Assignment Completed,False,4.6,  Saturday  ,True,0.22,0.03,18.0,40.0,0.05
graduate,Engineering,2024-09-29,8.47,1.0,Homework Help,4.0,IDEA DRAFTED,False,2.4,Sunday,True,0.12,0.01,28.0,75.0,0.31
